"","X","Player","Age","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X.","OWS","DWS","WS","WS.48","X..1","OBPM","DBPM","BPM","VORP","Tm","fix"
"262",363,"Caleb Martin",26,60,1372,14.8,0.611,0.378,0.227,5.9,13,9.5,7,2.1,2.3,10.3,16.3,NA,1.9,2.1,4,0.139,NA,0.1,0.9,1.1,1.1,"MIA","calebmartin"
"263",364,"Dewayne Dedmon",32,67,1065,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,NA,1.5,2,3.5,0.157,NA,-2.2,1.1,-1,0.3,"MIA","dewaynededmon"
"264",365,"Omer Yurtseven",23,56,706,17.4,0.546,0.045,0.247,13.9,33,23.6,11,1.2,3,13,19.9,NA,0.8,1.4,2.1,0.145,NA,-1.4,0.4,-1,0.2,"MIA","omeryurtseven"
"265",366,"Markieff Morris",32,17,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1,0.4,14.5,20.6,NA,0,0.3,0.3,0.054,NA,-1.5,-0.4,-1.9,0,"MIA","markieffmorris"
"266",367,"KZ Okpala",22,21,244,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,NA,0.2,0.3,0.5,0.097,NA,-3.2,0.4,-2.8,-0.1,"MIA","kzokpala"
"267",368,"Kyle Guy",24,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,NA,-0.1,0.2,0.1,0.035,NA,-3.1,-0.3,-3.4,-0.1,"MIA","kyleguy"
"268",369,"Victor Oladipo",29,8,173,16.8,0.608,0.493,0.26,2,12.9,7.5,26.3,1.4,0.6,16.4,25.1,NA,0.2,0.2,0.4,0.124,NA,1.8,-0.5,1.3,0.1,"MIA","victoroladipo"
"269",370,"Haywood Highsmith",25,19,163,7,0.446,0.609,0.109,7.1,10.9,9,5.1,0.6,1.9,5.9,14,NA,0,0.2,0.1,0.041,NA,-3.3,-1.3,-4.6,-0.1,"MIA","haywoodhighsmith"
"270",371,"Marcus Garrett",23,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,NA,-0.1,0.2,0.1,0.032,NA,-6.4,1,-5.4,-0.1,"MIA","marcusgarrett"
"271",373,"Udonis Haslem",41,13,83,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20,NA,-0.1,0.1,0.1,0.033,NA,-6.4,-0.7,-7.1,-0.1,"MIA","udonishaslem"
"272",377,"Jrue Holiday",31,67,2207,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15,23.5,NA,4.5,2.4,6.9,0.15,NA,2.9,0.3,3.2,2.9,"MIL","jrueholiday"
"273",378,"Giannis Antetokounmpo",27,67,2204,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4,12.2,34.9,NA,9.2,3.7,12.9,0.281,NA,7.6,3.5,11.2,7.4,"MIL","giannisantetokounmpo"
"274",379,"Khris Middleton",30,66,2141,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,NA,3.2,2.2,5.3,0.119,NA,1.9,-0.3,1.6,1.9,"MIL","khrismiddleton"
"275",380,"Bobby Portis",26,72,2028,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,NA,2.9,2.6,5.5,0.131,NA,1.2,-1,0.2,1.1,"MIL","bobbyportis"
"276",381,"Grayson Allen",26,66,1805,12.7,0.609,0.684,0.13,1.9,10.9,6.5,7.6,1.2,1,6.7,15.2,NA,2.8,1.4,4.2,0.11,NA,0.6,-0.2,0.4,1.1,"MIL","graysonallen"
"277",382,"Pat Connaughton",29,65,1691,13.4,0.62,0.746,0.109,2.9,14,8.6,6.6,1.7,0.9,6.3,14,NA,2.8,1.6,4.4,0.125,NA,0.8,0.3,1.2,1.4,"MIL","patconnaughton"
"278",383,"George Hill",35,54,1253,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,NA,1.3,1,2.3,0.087,NA,-2.2,0.6,-1.6,0.1,"MIL","georgehill"
"279",384,"Jordan Nwora",23,62,1185,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7,1,1.4,10.6,19.4,NA,-0.4,1.1,0.6,0.025,NA,-2.7,-1.5,-4.1,-0.6,"MIL","jordannwora"
"280",385,"Wesley Matthews",35,49,1002,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,NA,0.6,0.6,1.2,0.056,NA,-3,-0.3,-3.3,-0.3,"MIL","wesleymatthews"
"281",387,"Thanasis Antetokounmpo",29,48,473,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,NA,0.4,0.5,0.9,0.095,NA,-3.5,-0.1,-3.5,-0.2,"MIL","thanasisantetokounmpo"
"282",388,"Sandro Mamukelashvili",22,41,407,14.7,0.618,0.452,0.191,9.3,12,10.7,7.4,1.1,2.1,10.7,14.6,NA,0.8,0.3,1.1,0.135,NA,0.6,-1,-0.3,0.2,"MIL","sandromamukelashvili"
"283",393,"Brook Lopez",33,13,298,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,NA,0.3,0.3,0.7,0.108,NA,-0.7,-0.7,-1.3,0.1,"MIL","brooklopez"
"284",395,"Lindell Wigginton",23,19,199,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19,NA,0,0.1,0.2,0.044,NA,-3.2,-1.9,-5,-0.2,"MIL","lindellwigginton"
"285",405,"Javin DeLaurier",23,1,3,15.6,NA,NA,NA,0,34.6,17.7,0,16,0,NA,0,NA,0,0,0,0.26,NA,-4.8,11.8,7,0,"MIL","javindelaurier"
"286",406,"Karl-Anthony Towns",26,74,2476,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18,1.4,3.2,13.7,27.8,NA,7.1,3.2,10.3,0.199,NA,4.5,0.5,5,4.4,"MIN","karlanthonytowns"
"287",407,"Anthony Edwards",20,72,2466,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,NA,1.8,2.4,4.3,0.084,NA,1.6,-0.4,1.2,2,"MIN","anthonyedwards"
"288",408,"D'Angelo Russell",25,65,2077,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1,13.2,25.1,NA,2.9,1.5,4.4,0.101,NA,2.2,-1.5,0.8,1.4,"MIN","dangelorussell"
"289",409,"Malik Beasley",25,79,1976,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1,0.6,4.7,19.4,NA,1.7,1.2,2.9,0.069,NA,0.7,-1.5,-0.7,0.7,"MIN","malikbeasley"
"290",410,"Jarred Vanderbilt",22,74,1880,15.3,0.612,0.039,0.363,12,23.9,17.8,6.7,2.5,2.4,14.8,10.9,NA,3.1,2.9,6,0.153,NA,-0.8,1,0.2,1.1,"MIN","jarredvanderbilt"
"291",411,"Jaden McDaniels",21,70,1803,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,NA,0.7,1.7,2.4,0.065,NA,-2.9,-0.1,-2.9,-0.4,"MIN","jadenmcdaniels"
"292",412,"Patrick Beverley",33,58,1476,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,NA,2.3,1.7,4.1,0.132,NA,0.6,2.1,2.7,1.7,"MIN","patrickbeverley"
"293",413,"Naz Reid",22,77,1215,17.2,0.588,0.349,0.313,8.8,18,13.3,8.7,1.6,5.6,13.2,21.4,NA,1.5,1.6,3.2,0.125,NA,-0.5,0.5,0,0.6,"MIN","nazreid"
"294",414,"Taurean Prince",27,69,1177,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17,NA,1,1.2,2.2,0.09,NA,-1,0,-0.9,0.3,"MIN","taureanprince"
"295",415,"Jaylen Nowell",22,62,975,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1,7.4,21,NA,2.1,0.7,2.8,0.138,NA,1.5,-0.7,0.8,0.7,"MIN","jaylennowell"
"296",416,"Jordan McLaughlin",25,62,902,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3,1.1,14.9,11.8,NA,1.3,1,2.3,0.123,NA,-1.2,1.6,0.4,0.6,"MIN","jordanmclaughlin"
"297",417,"Josh Okogie",23,49,516,9,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,NA,0.1,0.5,0.7,0.062,NA,-3.7,0.9,-2.7,-0.1,"MIN","joshokogie"
"298",418,"Nathan Knight",24,37,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,NA,0.6,0.3,1,0.171,NA,-0.7,0.1,-0.6,0.1,"MIN","nathanknight"
"299",419,"Leandro Bolmaro",21,35,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11,1.2,0,17.9,12.6,NA,-0.1,0.2,0,0.004,NA,-5.1,-0.7,-5.8,-0.2,"MIN","leandrobolmaro"
"300",420,"Jake Layman",27,34,231,9,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11,16.4,NA,-0.1,0.2,0.1,0.024,NA,-3.3,-0.6,-3.9,-0.1,"MIN","jakelayman"
"301",422,"McKinley Wright IV",23,5,19,9.5,0.833,0.667,0,0,0,0,20.9,0,0,25,8.8,NA,0,0,0,0.092,NA,-1.4,-2.8,-4.2,0,"MIN","mckinleywrightiv"
"302",424,"Herbert Jones",23,78,2335,12.3,0.573,0.293,0.283,4.5,9.6,7,10,2.7,2.5,13.4,13.7,NA,2.1,2.5,4.6,0.096,NA,-2,1.5,-0.5,0.9,"NOP","herbertjones"
"303",425,"Jonas Valančiūnas",29,74,2240,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14,0.9,2.6,14.4,23.8,NA,4.6,2.7,7.3,0.156,NA,2,-0.1,1.9,2.2,"NOP","jonasvalaninas"
"304",426,"Devonte' Graham",26,76,2162,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21,1.6,0.5,10.7,19.5,NA,1.6,1.2,2.8,0.062,NA,0.2,-1.2,-1,0.5,"NOP","devontegraham"
"305",427,"Brandon Ingram",24,55,1869,18.7,0.554,0.23,0.328,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,NA,2.5,1.3,3.9,0.099,NA,2.6,-0.6,2,1.9,"NOP","brandoningram"
"306",428,"Jaxson Hayes",21,70,1398,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,NA,3.7,1.3,5.1,0.174,NA,0.6,-0.3,0.2,0.8,"NOP","jaxsonhayes"
"307",431,"Garrett Temple",35,59,1098,8.6,0.494,0.627,0.139,2.9,11.8,7.2,9.2,1.9,2,11.8,13.9,NA,-0.1,1,0.8,0.037,NA,-2.8,0.3,-2.5,-0.1,"NOP","garretttemple"
"308",433,"Trey Murphy III",21,62,864,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,NA,1.3,0.6,1.9,0.104,NA,0.2,-1.4,-1.2,0.2,"NOP","treymurphyiii"
"309",434,"Willy Hernangómez",27,50,839,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,NA,2.2,0.9,3.2,0.18,NA,1.8,-1.5,0.2,0.5,"NOP","willyhernangmez"
"310",435,"Jose Alvarado",23,54,834,16.4,0.52,0.374,0.18,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,NA,1,1.1,2.1,0.121,NA,-0.5,2.4,1.9,0.8,"NOP","josealvarado"
"311",436,"Naji Marshall",24,55,735,12.3,0.505,0.39,0.346,5.6,16,10.7,12.3,2.2,1,12.9,20.8,NA,0,0.7,0.8,0.05,NA,-2.7,-0.5,-3.2,-0.2,"NOP","najimarshall"
"312",438,"Gary Clark",27,38,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,NA,0.3,0.4,0.7,0.092,NA,0.1,0,0.1,0.2,"NOP","garyclark"
"313",439,"Kira Lewis Jr.",20,24,341,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,NA,-0.3,0.2,-0.1,-0.017,NA,-2.8,-1.2,-4,-0.2,"NOP","kiralewisjr"
"314",442,"Tyrone Wallace",27,6,75,2.5,0.383,0.4,0.25,0,12.1,5.9,1.8,2,1.3,8.3,13.9,NA,-0.2,0.1,-0.1,-0.057,NA,-7.7,-0.6,-8.2,-0.1,"NOP","tyronewallace"
"315",443,"Jared Harper",24,5,43,36.9,0.666,0.462,0.154,5,0,2.6,64.1,4.6,2.2,6.7,29.7,NA,0.3,0.1,0.4,0.422,NA,14.2,3.1,17.3,0.2,"NOP","jaredharper"
"316",446,"Julius Randle",27,72,2544,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1,1.5,14.7,28.7,NA,-0.3,3.4,3.1,0.059,NA,0.4,0.2,0.5,1.6,"NYK","juliusrandle"
"317",447,"RJ Barrett",21,70,2417,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,NA,0.1,2.2,2.3,0.046,NA,-0.3,-1.3,-1.6,0.2,"NYK","rjbarrett"
"318",448,"Evan Fournier",29,80,2358,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,NA,1.5,2.2,3.7,0.075,NA,-0.4,-0.3,-0.7,0.7,"NYK","evanfournier"
"319",449,"Alec Burks",30,81,2318,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,NA,3.2,2.9,6.1,0.126,NA,-0.4,1.2,0.8,1.7,"NYK","alecburks"
"320",450,"Mitchell Robinson",23,72,1848,20.7,0.722,0,0.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,NA,5.3,3.2,8.5,0.221,NA,1,1.2,2.2,2,"NYK","mitchellrobinson"
"321",451,"Immanuel Quickley",22,78,1802,14.6,0.543,0.547,0.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,NA,2.5,1.8,4.2,0.113,NA,0.2,0,0.2,1,"NYK","immanuelquickley"
"322",452,"Obi Toppin",23,72,1230,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,NA,2.5,1.5,3.9,0.153,NA,1.7,0.3,2,1.2,"NYK","obitoppin"
"323",453,"Kemba Walker",31,37,948,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,NA,1,0.9,1.8,0.093,NA,0.7,-0.2,0.4,0.6,"NYK","kembawalker"
"324",454,"Taj Gibson",36,52,946,12,0.606,0.229,0.313,9.8,16.3,13,4.9,1.2,4.2,12.5,10,NA,1.4,1.2,2.7,0.135,NA,-3,1,-2,0,"NYK","tajgibson"
"325",455,"Quentin Grimes",21,46,786,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2,1.4,10.3,15.1,NA,0.6,0.9,1.4,0.087,NA,-1.2,0.9,-0.3,0.3,"NYK","quentingrimes"
"326",456,"Derrick Rose",33,26,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,NA,0.8,0.7,1.4,0.108,NA,2.3,0,2.3,0.7,"NYK","derrickrose"
"327",457,"Nerlens Noel",27,25,562,11.8,0.581,0.05,0.5,9,18.1,13.5,5.7,2.7,5.4,21.5,7.3,NA,0.4,1,1.5,0.128,NA,-3.1,3.3,0.3,0.3,"NYK","nerlensnoel"
"328",458,"Jericho Sims",23,41,555,11.6,0.674,0,0.537,11.6,21.3,16.4,5.3,1,3.9,23.1,6.9,NA,0.7,0.8,1.5,0.128,NA,-2.8,1.1,-1.7,0,"NYK","jerichosims"
"329",459,"Miles McBride",21,40,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,NA,-0.1,0.4,0.2,0.032,NA,-5.5,1,-4.5,-0.2,"NYK","milesmcbride"
"330",462,"Ryan Arcidiacono",27,10,76,6.1,0.667,0.75,0,0,11.5,5.7,7.5,0.7,0,20,8.6,NA,0,0.1,0.1,0.052,NA,-4.6,0,-4.6,-0.1,"NYK","ryanarcidiacono"
"331",463,"Damyean Dotson",27,2,21,6.4,0.5,0.25,0,0,10.4,5.1,6.9,0,0,0,8.3,NA,0,0,0,0.045,NA,-3.7,-1.2,-4.9,0,"NYK","damyeandotson"
"332",464,"Wayne Selden",27,3,19,4.3,0.434,0.5,1,0,5.8,2.8,7.2,0,0,0,13.3,NA,0,0,0,0.016,NA,-4.3,-1.6,-5.9,0,"NYK","wayneselden"
"333",465,"Feron Hunt",22,2,8,-3,0,0,0,13.2,0,6.7,16,6.3,0,33.3,16.4,NA,-0.1,0,0,-0.234,NA,-12.3,1,-11.3,0,"NYK","feronhunt"
"334",467,"Matt Mooney",24,1,2,-20,0,1,0,0,0,0,0,25,0,50,43.8,NA,-0.1,0,0,-0.915,NA,-33.9,11.5,-22.3,0,"NYK","mattmooney"
"335",468,"Tyler Hall",24,1,2,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.007,NA,-8.1,-0.5,-8.5,0,"NYK","tylerhall"
"336",469,"Shai Gilgeous-Alexander",23,56,1942,20.9,0.557,0.282,0.385,1.9,13,7.4,31.1,1.8,2.2,11.1,30.8,NA,2.8,1.8,4.6,0.113,NA,2.9,0.5,3.4,2.7,"OKC","shaigilgeousalexander"
"337",470,"Darius Bazley",21,69,1924,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,NA,-0.5,2.2,1.8,0.044,NA,-2.1,0.3,-1.8,0.1,"OKC","dariusbazley"
"338",471,"Josh Giddey",19,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,NA,-1.3,1.7,0.4,0.01,NA,-1.2,0.3,-0.9,0.5,"OKC","joshgiddey"
"339",472,"Luguentz Dort",22,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,NA,0.2,1.1,1.4,0.04,NA,-1.5,-0.7,-2.3,-0.1,"OKC","luguentzdort"
"340",473,"Tre Mann",20,60,1367,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22,NA,-1,1,0.1,0.002,NA,-3.3,-1.1,-4.4,-0.8,"OKC","tremann"
"341",474,"Aleksej Pokusevski",20,61,1233,12,0.485,0.432,0.11,6,20.8,13.3,16.5,1.5,2.9,16.4,20,NA,-1.1,1.5,0.4,0.014,NA,-2.7,0.1,-2.6,-0.2,"OKC","aleksejpokusevski"
"342",475,"Aaron Wiggins",23,50,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,NA,0.5,0.8,1.2,0.048,NA,-3.4,-0.9,-4.3,-0.7,"OKC","aaronwiggins"
"343",476,"Jeremiah Robinson-Earl",21,49,1087,11.7,0.526,0.509,0.167,7,19.1,13,6.7,1.3,1.3,10.1,15.4,NA,0.4,1,1.5,0.065,NA,-1.9,-0.4,-2.2,-0.1,"OKC","jeremiahrobinsonearl"
"344",477,"Kenrich Williams",27,49,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2,0.9,11.9,15.6,NA,0.8,1,1.8,0.081,NA,-1.3,1.1,-0.3,0.5,"OKC","kenrichwilliams"
"345",478,"Isaiah Roby",23,45,948,18.3,0.607,0.307,0.359,8,15.6,11.8,12.1,1.8,3.3,10.3,19,NA,1.8,1.1,2.9,0.147,NA,0.4,0.2,0.6,0.6,"OKC","isaiahroby"
"346",479,"Théo Maledon",20,51,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,NA,-0.5,0.8,0.3,0.015,NA,-3.7,-0.7,-4.4,-0.6,"OKC","thomaledon"
"347",480,"Ty Jerome",24,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,NA,0,0.5,0.5,0.032,NA,-2.2,-0.2,-2.3,-0.1,"OKC","tyjerome"
"348",481,"Vit Krejci",21,30,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,NA,0.1,0.5,0.6,0.042,NA,-4.3,-1,-5.3,-0.6,"OKC","vitkrejci"
"349",482,"Derrick Favors",30,39,653,13.6,0.534,0.088,0.137,9,20.2,14.5,5.9,1.3,1.7,4.5,13.4,NA,0.8,0.7,1.4,0.105,NA,-2.3,0.3,-2.1,0,"OKC","derrickfavors"
"350",483,"Mike Muscala",30,43,592,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,NA,1.4,0.7,2.1,0.17,NA,3.8,1.2,5,1.1,"OKC","mikemuscala"
"351",484,"Lindy Waters III",24,25,465,13,0.562,0.834,0.029,1.3,15,8.1,8.1,2,1.6,5.8,17.5,NA,0.3,0.5,0.8,0.081,NA,-0.8,-0.8,-1.6,0.1,"OKC","lindywatersiii"
"352",485,"Olivier Sarr",22,22,421,14,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,NA,0.7,0.3,1,0.116,NA,-2.7,-1.3,-4,-0.2,"OKC","oliviersarr"
"353",486,"Jaylen Hoard",22,7,240,18,0.536,0.278,0.156,12.7,23.5,18,11.6,1.2,1.9,7.7,18.7,NA,0.3,0.3,0.6,0.118,NA,1.2,-2.1,-0.9,0.1,"OKC","jaylenhoard"
"354",487,"Mamadi Diakite",25,13,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,NA,0.1,0.3,0.3,0.08,NA,-5.9,0.9,-5,-0.1,"OKC","mamadidiakite"
"355",488,"Zavier Simpson",24,4,174,7.7,0.406,0.154,0.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,NA,-0.2,0.1,-0.1,-0.018,NA,-6,-1.9,-7.9,-0.3,"OKC","zaviersimpson"
"356",490,"Paul Watson",27,9,156,5.7,0.432,0.743,0.057,1.9,16.1,8.9,7.2,0.9,1.8,10,11,NA,-0.1,0.1,0,0.001,NA,-4.8,-0.6,-5.4,-0.1,"OKC","paulwatson"
"357",491,"Melvin Frazier",25,3,120,-0.4,0.313,0.438,0.146,4.2,7,5.6,1.2,0.4,0,5.5,19.5,NA,-0.4,0,-0.4,-0.16,NA,-9.7,-6.7,-16.4,-0.4,"OKC","melvinfrazier"
"358",492,"Gabriel Deck",26,7,56,11.5,0.643,0.286,0,1.8,9.3,5.5,13.7,0.9,0,12.5,12.3,NA,0.1,0,0.1,0.08,NA,-1.2,-1.3,-2.5,0,"OKC","gabrieldeck"
"359",493,"Scotty Hopson",32,1,18,0.1,0.5,0.25,0,0,5.8,2.9,8.1,0,0,33.3,14.4,NA,-0.1,0,0,-0.132,NA,-8.7,-2.9,-11.6,0,"OKC","scottyhopson"
"360",494,"Rob Edwards",25,2,11,-0.8,0.375,1,0,0,28.5,14,0,0,0,20,19.6,NA,-0.1,0,0,-0.181,NA,-8.3,-2.9,-11.2,0,"OKC","robedwards"
"361",495,"Franz Wagner",20,79,2429,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10,21.2,NA,2.1,1.9,4,0.079,NA,-0.4,-0.3,-0.7,0.8,"ORL","franzwagner"
"362",496,"Cole Anthony",21,65,2059,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,NA,-0.1,1.7,1.6,0.038,NA,-0.6,-0.6,-1.2,0.4,"ORL","coleanthony"
"363",497,"Wendell Carter Jr.",22,62,1852,18.4,0.601,0.313,0.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,NA,2.6,2.4,5,0.129,NA,1,0.6,1.6,1.7,"ORL","wendellcarterjr"
"364",498,"Mo Bamba",23,71,1824,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1,5.9,10.6,17.2,NA,1.8,2.7,4.5,0.118,NA,-0.2,0.9,0.7,1.2,"ORL","mobamba"
"365",499,"Chuma Okeke",23,70,1749,12,0.501,0.645,0.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,NA,-0.3,2.5,2.2,0.06,NA,-1.6,1.5,-0.1,0.8,"ORL","chumaokeke"
"366",500,"Gary Harris",27,61,1730,10.9,0.571,0.546,0.172,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,NA,1.1,1,2.2,0.06,NA,-2,-0.4,-2.4,-0.2,"ORL","garyharris"
"367",501,"Terrence Ross",30,63,1448,10,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,NA,-0.5,0.9,0.3,0.011,NA,-2.5,-1.1,-3.7,-0.6,"ORL","terrenceross"
"368",502,"R.J. Hampton",20,64,1402,8.5,0.481,0.4,0.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,NA,-1.3,1.1,-0.2,-0.005,NA,-4,-0.1,-4.1,-0.7,"ORL","rjhampton"
"369",503,"Jalen Suggs",20,48,1307,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,NA,-3,1.3,-1.6,-0.06,NA,-5.3,-0.2,-5.6,-1.2,"ORL","jalensuggs"
"370",504,"Moritz Wagner",24,63,960,18.1,0.623,0.508,0.326,4.6,21,12.8,15.4,1,1.2,11,22.9,NA,1.8,1,2.8,0.138,NA,1.5,0.1,1.6,0.9,"ORL","moritzwagner"
"371",505,"Robin Lopez",33,36,612,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,NA,0.5,0.3,0.8,0.064,NA,-2.4,-1.4,-3.8,-0.3,"ORL","robinlopez"
"372",506,"Ignas Brazdeikis",23,42,536,10.2,0.52,0.463,0.17,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,NA,0.2,0.3,0.5,0.041,NA,-2.7,-1.6,-4.3,-0.3,"ORL","ignasbrazdeikis"
"373",507,"Admiral Schofield",24,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10,7.9,0.4,1,13.4,14.5,NA,-0.1,0.3,0.3,0.027,NA,-4.2,-1.2,-5.4,-0.4,"ORL","admiralschofield"
"374",508,"Markelle Fultz",23,18,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,NA,0,0.4,0.4,0.053,NA,-0.1,0.4,0.2,0.2,"ORL","markellefultz"
"375",511,"Hassani Gravett",25,8,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3,NA,0.1,0.1,0.3,0.071,NA,-2.4,0.2,-2.3,0,"ORL","hassanigravett"
"376",512,"Devin Cannady",25,5,145,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10,1.7,1.9,9.6,15.5,NA,0,0.1,0.1,0.033,NA,-2.8,-0.4,-3.2,0,"ORL","devincannady"
"377",513,"Freddie Gillespie",24,9,119,9.5,0.419,0.045,0.318,11.5,20.5,16,5.9,1.2,6.9,16.6,10.9,NA,-0.1,0.2,0.1,0.049,NA,-5.6,1,-4.6,-0.1,"ORL","freddiegillespie"
"378",515,"Aleem Ford",24,5,74,0.5,0.35,0.75,0,2.8,18.6,10.7,3.8,0.7,0,16.7,14,NA,-0.2,0.1,-0.2,-0.103,NA,-9.1,-2.2,-11.4,-0.2,"ORL","aleemford"
