"","X","Player","Age","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS.G","Tm","fix"
"344",478,"Vit Krejci",21,30,8,23,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1,2.2,6.2,"OKC","vitkrejci"
"345",479,"Tre Mann",20,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,"OKC","tremann"
"346",480,"Jeremiah Robinson-Earl",21,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1,0.6,0.3,0.8,1.5,7.5,"OKC","jeremiahrobinsonearl"
"347",481,"Kenrich Williams",27,49,0,21.9,3,6.5,0.461,0.8,2.5,0.339,2.1,4,0.536,0.525,0.6,1.1,0.545,1.5,3,4.5,2.2,0.9,0.2,0.9,1.7,7.4,"OKC","kenrichwilliams"
"348",482,"Isaiah Roby",23,45,28,21.1,3.7,7.2,0.514,1,2.2,0.444,2.7,5,0.545,0.582,1.7,2.6,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1,2.4,10.1,"OKC","isaiahroby"
"349",483,"Aleksej Pokusevski",20,61,12,20.2,3,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4,5.2,2.1,0.6,0.6,1.5,1.4,7.6,"OKC","aleksejpokusevski"
"350",484,"Olivier Sarr",22,22,2,19.1,2.6,4.6,0.574,0.6,1.3,0.448,2,3.3,0.625,0.639,1.1,1.3,0.828,1.5,2.7,4.2,0.9,0.3,0.7,1,2.4,7,"OKC","oliviersarr"
"351",485,"Lindy Waters III",24,25,1,18.6,2.8,7,0.406,2.1,5.8,0.363,0.7,1.2,0.621,0.557,0.2,0.2,0.8,0.2,2.7,2.9,1,0.8,0.3,0.4,1.2,8,"OKC","lindywatersiii"
"352",486,"Scotty Hopson",32,1,0,18,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,NA,0,1,1,1,0,0,2,1,4,"OKC","scottyhopson"
"353",487,"Théo Maledon",20,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,"OKC","thomaledon"
"354",488,"Paul Watson",27,9,3,17.3,1.3,3.9,0.343,0.7,2.9,0.231,0.7,1,0.667,0.429,0.1,0.2,0.5,0.3,2.7,3,0.9,0.3,0.3,0.4,1.1,3.4,"OKC","paulwatson"
"355",489,"Ty Jerome",24,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3,0.493,0.46,0.8,1,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1,"OKC","tyjerome"
"356",490,"Derrick Favors",30,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,"OKC","derrickfavors"
"357",491,"Mamadi Diakite",25,13,3,14.5,1.9,3.6,0.532,0,0.4,0,1.9,3.2,0.595,0.532,0.5,0.8,0.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3,"OKC","mamadidiakite"
"358",492,"Mike Muscala",30,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1,2,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3,0.5,0.4,0.6,0.3,1.3,8,"OKC","mikemuscala"
"359",493,"Gabriel Deck",26,7,0,8,1.1,2,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0,0,NA,0.1,0.7,0.9,0.7,0.1,0,0.3,0.3,2.6,"OKC","gabrieldeck"
"360",494,"Rob Edwards",25,2,0,5.5,0.5,2,0.25,0.5,2,0.25,0,0,NA,0.375,0,0,NA,0,1.5,1.5,0,0,0,0.5,0,1.5,"OKC","robedwards"
"361",495,"Cole Anthony",21,65,65,31.7,5.5,14,0.391,2,6,0.338,3.5,8,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,"ORL","coleanthony"
"362",496,"Franz Wagner",20,79,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,"ORL","franzwagner"
"363",497,"Wendell Carter Jr.",22,62,61,29.9,5.8,11,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15,"ORL","wendellcarterjr"
"364",498,"Devin Cannady",25,5,0,29,3,8.8,0.341,3,7.4,0.405,0,1.4,0,0.511,1,1.4,0.714,0.2,1,1.2,2,1,0.6,1,1.8,10,"ORL","devincannady"
"365",499,"Gary Harris",27,61,30,28.4,3.9,9.1,0.434,1.9,5,0.384,2,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2,1.8,1,0.1,1,1.8,11.1,"ORL","garyharris"
"366",500,"Jalen Suggs",20,48,45,27.2,4.1,11.4,0.361,0.9,4.1,0.214,3.3,7.3,0.443,0.4,2.6,3.4,0.773,0.5,3,3.6,4.4,1.2,0.4,3,3,11.8,"ORL","jalensuggs"
"367",501,"Mo Bamba",23,71,69,25.7,4.2,8.7,0.48,1.5,4,0.381,2.7,4.7,0.563,0.566,0.8,1,0.781,2.1,6,8.1,1.2,0.5,1.7,1.1,2.6,10.6,"ORL","mobamba"
"368",502,"Chuma Okeke",23,70,20,25,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5,1.7,1.4,0.6,0.8,1.4,8.6,"ORL","chumaokeke"
"369",503,"Terrence Ross",30,63,0,23,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,0.467,1.8,2.1,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10,"ORL","terrenceross"
"370",504,"R.J. Hampton",20,64,14,21.9,2.7,7.1,0.383,1,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3,2.5,0.7,0.2,1.4,1.6,7.6,"ORL","rjhampton"
"371",505,"Hassani Gravett",25,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,"ORL","hassanigravett"
"372",506,"Markelle Fultz",23,18,3,20,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,"ORL","markellefultz"
"373",509,"Robin Lopez",33,36,9,17,3.1,5.5,0.553,0.1,0.2,0.333,3,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,"ORL","robinlopez"
"374",510,"B.J. Johnson",26,4,0,16.3,2.8,6.3,0.44,1,2.5,0.4,1.8,3.8,0.467,0.52,0,0,NA,1.5,2.3,3.8,0,0,0.3,0,1,6.5,"ORL","bjjohnson"
"375",511,"Moritz Wagner",24,63,3,15.2,3.1,6.3,0.497,1,3.2,0.328,2.1,3.1,0.672,0.581,1.7,2,0.806,0.7,3,3.7,1.4,0.3,0.2,0.9,2,9,"ORL","moritzwagner"
"376",512,"Aleem Ford",24,5,0,14.8,1.2,4,0.3,0.4,3,0.133,0.8,1,0.8,0.35,0,0,NA,0.4,2.6,3,0.4,0.2,0,0.8,1.4,2.8,"ORL","aleemford"
"377",513,"Freddie Gillespie",24,9,2,13.2,1,2.4,0.409,0,0.1,0,1,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4,0.6,0.3,1,0.6,2,2.3,"ORL","freddiegillespie"
"378",515,"Ignas Brazdeikis",23,42,1,12.8,1.9,4.5,0.431,0.6,2.1,0.31,1.3,2.4,0.535,0.503,0.5,0.8,0.656,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5,"ORL","ignasbrazdeikis"
"379",516,"Admiral Schofield",24,38,1,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.7,1.3,0.56,0.519,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,"ORL","admiralschofield"
"380",518,"Tyrese Maxey",21,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,"PHI","tyresemaxey"
"381",520,"Tobias Harris",29,73,73,34.8,6.8,14,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,"PHI","tobiasharris"
"382",521,"Joel Embiid",27,68,68,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,"PHI","joelembiid"
"383",522,"Matisse Thybulle",24,66,50,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,"PHI","matissethybulle"
"384",523,"Georges Niang",28,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,"PHI","georgesniang"
"385",524,"Danny Green",34,62,28,21.8,2,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2,2.5,1,1,0.6,0.7,1.7,5.9,"PHI","dannygreen"
"386",525,"Shake Milton",25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2,2.6,2.5,0.5,0.3,0.8,1.8,8.2,"PHI","shakemilton"
"387",526,"Furkan Korkmaz",24,67,19,21.1,2.7,7,0.387,1.1,4,0.289,1.6,3,0.515,0.469,1,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,"PHI","furkankorkmaz"
"388",531,"Isaiah Joe",22,55,1,11.1,1.1,3.2,0.35,0.8,2.5,0.333,0.3,0.8,0.405,0.477,0.5,0.6,0.935,0.1,0.9,1,0.6,0.3,0.1,0.3,0.9,3.6,"PHI","isaiahjoe"
"389",533,"Paul Reed",22,38,2,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.573,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,"PHI","paulreed"
"390",534,"Charles Bassey",21,23,0,7.3,1.3,2,0.638,0,0.2,0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3,"PHI","charlesbassey"
"391",535,"Myles Powell",24,11,0,4.7,0.5,1.5,0.294,0.1,0.5,0.167,0.4,1,0.364,0.324,0.2,0.2,1,0.1,0.5,0.5,0.3,0.1,0,0.3,0.7,1.2,"PHI","mylespowell"
"392",538,"Jaden Springer",19,2,0,3,0.5,0.5,1,0,0,NA,0.5,0.5,1,1,0,0,NA,0.5,0.5,1,0,0,1,0.5,0,1,"PHI","jadenspringer"
"393",539,"Aaron Henry",22,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,NA,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3,"PHI","aaronhenry"
"394",540,"Mikal Bridges",25,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,"PHO","mikalbridges"
"395",541,"Devin Booker",25,68,68,34.5,9.7,20.9,0.466,2.7,7,0.383,7,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5,4.8,1.1,0.4,2.4,2.6,26.8,"PHO","devinbooker"
"396",542,"Chris Paul",36,65,65,32.9,5.6,11.3,0.493,1,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4,4.4,10.8,1.9,0.3,2.4,2.1,14.7,"PHO","chrispaul"
"397",543,"Deandre Ayton",23,58,58,29.5,7.6,12,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,"PHO","deandreayton"
"398",544,"Jae Crowder",31,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,"PHO","jaecrowder"
"399",545,"Cameron Johnson",25,66,16,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5,"PHO","cameronjohnson"
"400",546,"Cameron Payne",27,58,12,22,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3,4.9,0.7,0.3,1.8,2.1,10.8,"PHO","cameronpayne"
"401",548,"Landry Shamet",24,69,14,20.8,2.8,7,0.394,1.8,4.8,0.368,1,2.2,0.45,0.521,1,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,"PHO","landryshamet"
"402",549,"Frank Kaminsky",28,9,0,20.1,4,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,"PHO","frankkaminsky"
"403",551,"JaVale McGee",34,74,17,15.8,3.9,6.2,0.629,0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,"PHO","javalemcgee"
"404",552,"Bismack Biyombo",29,36,3,14.1,2.4,4,0.593,0,0,NA,2.4,4,0.593,0.593,1.1,2,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,"PHO","bismackbiyombo"
"405",554,"Gabriel Lundberg",27,4,0,11,1.3,4.8,0.263,0.8,2,0.375,0.5,2.8,0.182,0.342,0,0,NA,0.5,1.3,1.8,2.8,0.8,0,0.8,1.8,3.3,"PHO","gabriellundberg"
"406",555,"Elfrid Payton",27,50,1,11,1.3,3.5,0.383,0.1,0.4,0.222,1.3,3.1,0.401,0.394,0.2,0.6,0.375,0.4,1.3,1.8,2,0.5,0.1,0.9,0.8,3,"PHO","elfridpayton"
"407",556,"Abdel Nader",28,14,0,10.4,0.9,2.5,0.343,0.3,1,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,"PHO","abdelnader"
"408",557,"Ish Wainright",27,45,0,8,0.9,2.3,0.394,0.4,1.3,0.322,0.5,1,0.489,0.486,0.2,0.3,0.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4,"PHO","ishwainright"
"409",558,"Emanuel Terry",25,3,0,6,0,1.7,0,0,0,NA,0,1.7,0,0,0,0,NA,2.7,2.3,5,0.7,0.3,0,1.7,1.3,0,"PHO","emanuelterry"
"410",560,"M.J. Walker",23,2,0,4,0,2,0,0,1,0,0,1,0,0,0,0,NA,0,0.5,0.5,0.5,1,0,0,0.5,0,"PHO","mjwalker"
"411",561,"Chandler Hutchison",25,6,0,3.7,0.2,0.3,0.5,0,0,NA,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7,"PHO","chandlerhutchison"
"412",562,"Paris Bass",26,2,0,3.5,1,3,0.333,0,1,0,1,2,0.5,0.333,1,1,1,1,1,2,0,0.5,0,1,1,3,"PHO","parisbass"
"413",563,"Damian Lillard",31,29,29,36.4,7.7,19,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24,"POR","damianlillard"
"414",569,"Anfernee Simons",22,57,30,29.5,6.2,14,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2,1.9,17.3,"POR","anferneesimons"
"415",570,"Jusuf Nurkić",27,56,56,28.2,5.7,10.7,0.535,0.3,1,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15,"POR","jusufnurki"
"416",572,"Brandon Williams",22,24,16,26.7,4.4,11.8,0.372,1.3,4.4,0.292,3.1,7.3,0.42,0.427,2.8,4,0.701,0.8,2.3,3.1,3.9,1,0.4,2.4,2.2,12.9,"POR","brandonwilliams"
"417",573,"Nassir Little",21,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1,2,9.8,"POR","nassirlittle"
"418",575,"Kris Dunn",27,14,3,24,3.1,7.3,0.431,0.1,0.8,0.091,3.1,6.5,0.473,0.436,1.2,1.3,0.944,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,7.6,"POR","krisdunn"
"419",577,"CJ Elleby",21,58,28,20.2,2.1,5.3,0.393,0.6,2.2,0.294,1.4,3.1,0.462,0.453,1,1.4,0.714,1.1,2.8,3.9,1.5,0.6,0.3,1,2,5.8,"POR","cjelleby"
"420",578,"Ben McLemore",28,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,"POR","benmclemore"
"421",580,"Trendon Watford",21,48,10,18.1,3,5.6,0.532,0.2,0.8,0.237,2.8,4.8,0.581,0.549,1.5,2,0.755,1.2,3,4.1,1.7,0.5,0.6,0.9,2.4,7.6,"POR","trendonwatford"
"422",582,"Dennis Smith Jr.",24,37,4,17.2,2.1,5.1,0.418,0.2,0.7,0.222,2,4.4,0.451,0.434,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6,"POR","dennissmithjr"
"423",583,"Cameron McGriff",24,3,0,15.3,1.7,4.7,0.357,0.7,2,0.333,1,2.7,0.375,0.429,0.7,0.7,1,2,3,5,1,0,0.3,0,2.3,4.7,"POR","cameronmcgriff"
"424",586,"Greg Brown III",20,48,6,13.3,1.7,4,0.426,0.4,1.3,0.311,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.8,2,2.8,0.7,0.5,0.5,0.8,1.9,4.7,"POR","gregbrowniii"
"425",587,"Cody Zeller",29,27,0,13.1,1.9,3.3,0.567,0,0.1,0,1.9,3.2,0.593,0.567,1.4,1.8,0.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2,"POR","codyzeller"
"426",588,"Keljin Blevins",26,31,1,11.3,1.1,3.6,0.306,0.7,2.3,0.292,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.5,0.9,1.5,0.6,0.4,0,0.5,0.9,3.1,"POR","keljinblevins"
"427",589,"Jarron Cumberland",24,3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,NA,0.3,0.7,1,0.3,0,0,0,0.7,0.7,"POR","jarroncumberland"
"428",590,"De'Aaron Fox",24,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,"SAC","deaaronfox"
"429",592,"Harrison Barnes",29,77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,"SAC","harrisonbarnes"
"430",595,"Davion Mitchell",23,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,"SAC","davionmitchell"
"431",598,"Richaun Holmes",28,45,37,23.9,4.4,6.7,0.66,0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2,0.778,2.1,5,7,1.1,0.4,0.9,1.2,2.8,10.4,"SAC","richaunholmes"
"432",601,"Chimezie Metu",24,60,20,21.3,3.4,7.5,0.452,1,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5,5.6,1,0.9,0.5,1,1.6,8.9,"SAC","chimeziemetu"
"433",603,"Maurice Harkless",28,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,"SAC","mauriceharkless"
"434",604,"Damian Jones",26,56,15,18.2,3.1,4.8,0.658,0.2,0.5,0.345,2.9,4.2,0.696,0.677,1.7,2.3,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1,"SAC","damianjones"
"435",605,"Terence Davis",24,30,11,17.9,3.8,8.9,0.423,1.6,5,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,"SAC","terencedavis"
"436",606,"Alex Len",28,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6,"SAC","alexlen"
"437",608,"Louis King",22,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2,0.35,0.404,0.7,1,0.7,0,1.2,1.2,0.9,0.2,0.1,0,1.4,4.5,"SAC","louisking"
"438",610,"Neemias Queta",22,15,0,8,1.1,2.5,0.447,0,0,NA,1.1,2.5,0.447,0.447,0.7,1.1,0.647,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,3,"SAC","neemiasqueta"
"439",611,"Jahmi'us Ramsey",20,19,0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,"SAC","jahmiusramsey"
"440",612,"Emmanuel Mudiay",25,2,0,5.5,0,1,0,0,0,NA,0,1,0,0,1.5,2,0.75,0,0,0,2,0.5,0,0.5,0.5,1.5,"SAC","emmanuelmudiay"
"441",614,"Robert Woodard II",22,12,0,3.5,0.2,1.3,0.125,0.1,0.3,0.25,0.1,1,0.083,0.156,0.2,0.2,1,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6,"SAC","robertwoodardii"
"442",615,"Ade Murkey",24,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"SAC","ademurkey"
"443",616,"Dejounte Murray",25,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2,0.3,2.6,2,21.1,"SAS","dejountemurray"
"444",617,"Keldon Johnson",22,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5,6.1,2.1,0.8,0.2,1.2,2,17,"SAS","keldonjohnson"
"445",619,"Jakob Poeltl",26,68,67,29,6,9.8,0.618,0,0,1,6,9.7,0.618,0.619,1.4,2.8,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5,"SAS","jakobpoeltl"
"446",620,"Devin Vassell",21,71,32,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2,12.3,"SAS","devinvassell"
"447",622,"Doug McDermott",30,51,51,24,4.2,9.1,0.462,2.1,5,0.422,2.1,4.1,0.512,0.578,0.8,1,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,"SAS","dougmcdermott"
"448",623,"Lonnie Walker IV",23,70,6,23,4.4,10.9,0.407,1.6,5,0.314,2.9,5.9,0.487,0.48,1.7,2.1,0.784,0.3,2.3,2.6,2.2,0.6,0.3,1,1.4,12.1,"SAS","lonniewalkeriv"
"449",624,"Joshua Primo",19,50,16,19.3,2,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,"SAS","joshuaprimo"
"450",625,"Zach Collins",24,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,"SAS","zachcollins"
"451",628,"Tre Jones",22,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,0.504,1,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6,"SAS","trejones"
"452",629,"Keita Bates-Diop",26,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2,3.5,0.572,0.549,0.8,1,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1,5.7,"SAS","keitabatesdiop"
"453",632,"Jock Landale",26,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1,4.9,"SAS","jocklandale"
"454",636,"Devontae Cacok",25,15,0,8.1,1.4,2.1,0.677,0,0,NA,1.4,2.1,0.677,0.677,0.3,0.5,0.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1,"SAS","devontaecacok"
"455",637,"Joe Wieskamp",22,29,0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1,"SAS","joewieskamp"
"456",638,"Jaylen Morris",26,3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,"SAS","jaylenmorris"
"457",639,"Anthony Lamb",24,2,0,4,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0.5,0.5,1,0,0,0,0,0,"SAS","anthonylamb"
"458",640,"Fred VanVleet",27,65,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7,0.44,0.513,3,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,"TOR","fredvanvleet"
"459",641,"Pascal Siakam",27,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,"TOR","pascalsiakam"
"460",642,"OG Anunoby",24,48,48,36,6.4,14.5,0.443,2.4,6.6,0.363,4,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4,5.5,2.6,1.5,0.5,1.7,2.7,17.1,"TOR","oganunoby"
