,Full name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
136,Malik Newman,24,1,0,8.0,3.0,5.0,.600,0.0,1.0,.000,3.0,4.0,.750,.600,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
137,Luke Kornet,26,2,0,7.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,1.0,1.5,.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0
138,Kevin Pangos,29,24,3,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6
139,Ed Davis,32,31,3,6.5,0.4,0.5,.688,0.0,0.0,,0.4,0.5,.688,.688,0.2,0.5,.429,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9
140,Tre Scott,25,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
141,Tacko Fall,26,11,1,5.4,0.5,1.1,.417,0.0,0.0,,0.5,1.1,.417,.417,0.2,0.6,.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
142,RJ Nembhard Jr.,22,14,0,4.5,0.4,1.3,.333,0.0,0.1,.000,0.4,1.1,.375,.333,0.2,0.3,.750,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1
143,Tim Frazier,31,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,1.0
144,Luka Dončić,22,65,65,35.4,9.9,21.6,.457,3.1,8.8,.353,6.8,12.8,.528,.529,5.6,7.5,.744,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4
145,Dorian Finney-Smith,28,80,80,33.1,4.1,8.7,.471,2.2,5.4,.395,1.9,3.2,.599,.595,0.7,1.0,.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0
146,Jalen Brunson,25,79,61,31.9,6.4,12.8,.502,1.2,3.2,.373,5.2,9.6,.545,.549,2.3,2.7,.840,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3
147,Tim Hardaway Jr.,29,42,20,29.6,5.0,12.6,.394,2.4,7.2,.336,2.5,5.4,.473,.491,1.9,2.5,.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2
148,Kristaps Porziņģis,26,34,34,29.5,6.7,14.9,.451,1.4,5.1,.283,5.3,9.9,.537,.499,4.3,5.0,.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2
149,Spencer Dinwiddie,28,23,7,28.3,5.3,10.6,.498,1.8,4.5,.404,3.4,6.0,.568,.584,3.4,4.7,.725,0.4,2.7,3.1,3.9,0.7,0.3,1.3,1.9,15.8
150,Reggie Bullock,30,68,37,28.0,3.0,7.4,.401,2.1,5.8,.360,0.9,1.6,.550,.542,0.6,0.7,.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6
151,Maxi Kleber,30,59,21,24.6,2.4,6.0,.398,1.4,4.3,.325,1.0,1.7,.586,.516,0.8,1.1,.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0
152,Dwight Powell,30,82,71,21.9,3.3,4.9,.671,0.2,0.5,.351,3.1,4.4,.703,.687,2.0,2.6,.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7
153,Josh Green,21,67,3,15.5,1.9,3.8,.508,0.4,1.2,.359,1.5,2.7,.573,.563,0.5,0.7,.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8
154,Dāvis Bertāns,29,22,0,13.9,1.8,4.7,.375,1.4,3.9,.360,0.4,0.8,.444,.524,0.4,0.5,.800,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,5.3
155,Isaiah Thomas,32,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
156,Brandon Knight,30,5,0,13.0,2.0,5.0,.400,0.8,3.4,.235,1.2,1.6,.750,.480,1.6,1.6,1.000,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4
157,Sterling Brown,26,49,3,12.8,1.2,3.2,.381,0.6,1.9,.304,0.6,1.3,.492,.471,0.3,0.3,.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3
158,Frank Ntilikina,23,58,5,11.8,1.5,3.8,.399,0.7,1.9,.342,0.9,1.9,.455,.484,0.4,0.4,.960,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1
159,Trey Burke,29,42,0,10.5,2.0,5.1,.391,0.6,2.0,.317,1.4,3.2,.436,.451,0.5,0.5,.870,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.1
160,Marquese Chriss,24,34,0,10.2,1.8,3.9,.463,0.2,0.7,.320,1.6,3.2,.495,.493,0.6,1.0,.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5
161,Willie Cauley-Stein,28,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
162,Theo Pinson,26,19,0,7.8,0.7,2.1,.359,0.5,1.6,.333,0.2,0.5,.444,.487,0.5,0.5,1.000,0.1,1.0,1.1,0.9,0.3,0.1,0.3,0.6,2.5
163,Moses Brown,22,26,1,6.5,1.0,1.9,.540,0.0,0.0,,1.0,1.9,.540,.540,1.0,1.7,.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1
164,Carlik Jones,24,3,0,6.3,0.0,2.3,.000,0.0,0.3,.000,0.0,2.0,.000,.000,0.7,0.7,1.000,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0,0.7
165,Boban Marjanović,33,23,0,5.6,1.8,3.0,.600,0.0,0.2,.250,1.8,2.9,.621,.607,0.6,1.0,.591,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0,4.3
166,Charlie Brown Jr.,24,3,0,5.0,0.3,1.7,.200,0.0,1.0,.000,0.3,0.7,.500,.200,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7
167,George King,28,4,0,4.8,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.3,0.5,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
168,Eugene Omoruyi,24,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
169,Moses Wright,23,3,0,4.3,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,1.0,1.0,1.000,0.3,0.7,1.0,0.3,0.0,0.3,0.0,0.0,1.7
170,JaQuori McLaughlin,24,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
171,Nikola Jokić,26,74,74,33.5,10.3,17.7,.583,1.3,3.9,.337,9.0,13.8,.652,.620,5.1,6.3,.810,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1
172,Will Barton,31,71,71,32.1,5.5,12.6,.438,2.2,6.1,.365,3.3,6.6,.504,.525,1.4,1.8,.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7
173,Aaron Gordon,26,75,75,31.7,5.8,11.1,.520,1.2,3.5,.335,4.6,7.7,.605,.573,2.3,3.1,.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0
174,Monte Morris,26,75,74,29.9,5.0,10.3,.484,1.7,4.2,.395,3.3,6.1,.545,.564,1.0,1.1,.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6
175,Michael Porter Jr.,23,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
176,Jeff Green,35,75,63,24.7,3.7,7.1,.524,0.7,2.2,.315,3.0,4.8,.620,.574,2.2,2.6,.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3
177,Austin Rivers,29,67,18,22.1,2.2,5.2,.417,1.2,3.4,.342,1.0,1.8,.563,.530,0.5,0.7,.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6.0
178,Bones Hyland,21,69,4,19.0,3.3,8.3,.403,1.9,5.2,.366,1.4,3.1,.465,.518,1.6,1.8,.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1
179,PJ Dozier,25,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
180,Facundo Campazzo,30,65,4,18.2,1.6,4.6,.361,0.9,3.0,.301,0.8,1.6,.476,.459,0.9,1.2,.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1
181,Bryn Forbes,28,35,1,17.4,2.9,6.9,.424,1.7,4.1,.410,1.3,2.8,.444,.545,1.0,1.1,.921,0.2,0.7,0.9,1.0,0.2,0.1,0.7,1.5,8.6
182,Zeke Nnaji,21,41,1,17.0,2.3,4.5,.516,0.9,2.0,.463,1.4,2.6,.557,.616,1.0,1.6,.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6
183,JaMychal Green,31,67,8,16.2,2.4,4.9,.486,0.5,1.9,.266,1.9,3.0,.621,.537,1.2,1.4,.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4
184,DeMarcus Cousins,31,31,2,13.9,3.0,6.6,.456,0.8,2.4,.324,2.3,4.3,.530,.515,2.1,2.8,.736,1.6,3.9,5.5,1.7,0.6,0.4,2.2,3.0,8.9
185,Davon Reed,26,48,5,13.9,1.7,3.4,.503,0.8,1.8,.430,0.9,1.6,.587,.618,0.2,0.3,.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4
186,Vlatko Čančar,24,15,1,11.7,1.5,2.7,.561,0.5,0.8,.583,1.1,1.9,.552,.646,0.6,0.9,.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1
187,Rayjon Tucker,24,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
188,Bol Bol,22,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
189,Markus Howard,22,31,0,5.7,1.3,3.3,.386,0.9,2.3,.400,0.4,1.0,.355,.525,0.6,0.7,.870,0.1,0.3,0.4,0.2,0.3,0.0,0.2,0.5,4.1
190,James Ennis III,31,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3
191,Petr Cornelie,26,13,0,2.9,0.4,1.2,.333,0.1,0.6,.125,0.3,0.5,.571,.367,0.2,0.3,.750,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1
192,Carlik Jones,24,2,0,2.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193,Derrick Walton,26,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
194,Saddiq Bey,22,82,82,33.0,5.5,13.9,.396,2.6,7.4,.346,2.9,6.4,.454,.489,2.6,3.1,.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1
195,Cade Cunningham,20,64,64,32.6,6.7,16.1,.416,1.8,5.7,.314,4.9,10.4,.472,.471,2.2,2.6,.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4
196,Jerami Grant,27,47,47,31.9,6.3,14.9,.426,1.9,5.4,.358,4.4,9.5,.465,.491,4.6,5.5,.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2
197,Marvin Bagley III,22,18,8,27.2,6.2,11.1,.555,0.4,1.9,.229,5.7,9.2,.624,.575,1.8,3.0,.593,2.1,4.7,6.8,1.1,0.7,0.4,1.0,2.4,14.6
198,Isaiah Stewart,20,71,71,25.6,3.5,6.9,.510,0.2,0.6,.326,3.3,6.3,.529,.526,1.0,1.5,.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3
199,Killian Hayes,20,66,40,25.0,2.7,7.0,.383,0.7,2.5,.263,2.0,4.4,.452,.431,0.9,1.1,.770,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9
200,Cory Joseph,30,65,39,24.6,2.7,6.2,.445,1.0,2.4,.414,1.7,3.7,.465,.526,1.5,1.7,.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0
201,Frank Jackson,23,53,7,22.0,3.7,9.1,.402,1.6,5.3,.308,2.0,3.8,.529,.491,1.6,2.0,.827,0.4,1.3,1.6,1.0,0.5,0.2,0.7,1.7,10.6
202,Hamidou Diallo,23,58,29,21.9,4.5,9.1,.496,0.4,1.6,.247,4.1,7.5,.550,.518,1.6,2.4,.650,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0
203,Braxton Key,24,9,0,21.2,3.6,7.8,.457,0.7,2.2,.300,2.9,5.6,.520,.500,0.8,1.4,.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6
204,Isaiah Livers,23,19,5,20.2,2.2,4.7,.456,1.4,3.4,.422,0.7,1.4,.538,.606,0.6,0.7,.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4
205,Carsen Edwards,23,4,0,19.8,2.3,7.5,.300,1.0,4.0,.250,1.3,3.5,.357,.367,0.3,0.3,1.000,0.5,1.0,1.5,3.5,0.5,0.0,1.3,1.0,5.8
206,Trey Lyles,26,51,3,19.4,3.4,7.5,.456,0.9,2.9,.301,2.6,4.7,.550,.513,2.7,3.5,.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4
207,Kelly Olynyk,30,40,1,19.1,3.2,7.2,.448,1.0,3.0,.336,2.2,4.2,.527,.517,1.7,2.2,.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1
208,Justin Robinson,24,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
209,Josh Jackson,24,39,3,18.1,2.6,6.4,.410,0.8,2.9,.265,1.9,3.5,.529,.470,1.0,1.4,.714,0.4,2.7,3.2,1.3,0.5,0.5,1.0,1.8,7.1
210,Cassius Stanley,22,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
211,Trayvon Palmer,27,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
212,Saben Lee,22,37,0,16.3,1.9,4.8,.390,0.4,1.6,.233,1.5,3.2,.470,.429,1.5,1.9,.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6
213,Rodney McGruder,30,51,2,14.8,1.9,4.4,.436,1.1,2.9,.397,0.8,1.5,.506,.564,0.4,0.5,.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4
214,Jamorko Pickett,24,13,0,13.5,1.4,3.8,.360,1.0,3.0,.333,0.4,0.8,.455,.490,0.1,0.2,.500,0.5,2.0,2.5,0.5,0.0,0.5,0.4,0.9,3.8
215,Luka Garza,23,32,5,12.2,2.1,4.6,.449,0.5,1.5,.327,1.6,3.1,.510,.503,1.2,1.9,.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8
216,Micah Potter,23,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
217,Cheick Diallo,25,3,0,10.3,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,1.7,2.0,.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7
218,Deividas Sirvydis,21,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
219,Jaysean Paige,27,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
220,Stephen Curry,33,64,64,34.5,8.4,19.1,.437,4.5,11.7,.380,3.9,7.4,.527,.554,4.3,4.7,.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5
221,Andrew Wiggins,26,73,73,31.9,6.5,14.0,.466,2.2,5.5,.393,4.4,8.5,.513,.543,2.0,3.2,.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2
222,Jordan Poole,22,76,51,30.0,6.2,13.9,.448,2.8,7.6,.364,3.5,6.3,.550,.548,3.2,3.5,.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7,18.5
223,Klay Thompson,31,32,32,29.4,7.7,17.9,.429,3.6,9.3,.385,4.1,8.7,.477,.529,1.4,1.6,.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4
224,Draymond Green,31,46,44,28.9,2.9,5.6,.525,0.3,1.2,.296,2.6,4.4,.586,.556,1.3,2.0,.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5
225,Otto Porter Jr.,28,63,15,22.2,3.1,6.6,.464,1.3,3.4,.370,1.8,3.2,.565,.560,0.8,1.0,.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2
226,Kevon Looney,25,82,80,21.1,2.5,4.4,.571,0.0,0.0,.000,2.5,4.4,.573,.571,0.9,1.5,.600,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0
227,Damion Lee,29,63,5,19.9,2.7,6.1,.441,1.0,3.0,.337,1.7,3.1,.541,.523,1.0,1.2,.880,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4
228,Andre Iguodala,38,31,0,19.5,1.5,3.9,.380,0.5,2.4,.230,0.9,1.5,.617,.450,0.5,0.6,.750,0.7,2.5,3.2,3.7,0.9,0.7,0.9,1.1,4.0
229,Gary Payton II,29,71,16,17.6,3.0,4.8,.616,0.6,1.7,.358,2.4,3.2,.754,.679,0.5,0.8,.603,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1
230,Jonathan Kuminga,19,70,12,16.9,3.4,6.6,.513,0.7,2.1,.336,2.7,4.4,.598,.567,1.9,2.7,.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3
231,Nemanja Bjelica,33,71,0,16.1,2.3,4.8,.468,0.8,2.1,.362,1.5,2.7,.549,.547,0.8,1.1,.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1
232,Juan Toscano-Anderson,28,73,6,13.6,1.6,3.2,.489,0.4,1.2,.322,1.2,2.0,.588,.549,0.5,1.0,.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1
233,Moses Moody,19,52,11,11.7,1.5,3.5,.437,0.8,2.1,.364,0.8,1.4,.548,.546,0.5,0.7,.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4
234,Chris Chiozza,26,34,1,10.9,0.7,2.4,.296,0.5,1.6,.321,0.2,0.8,.250,.401,0.1,0.1,.667,0.3,0.8,1.1,1.9,0.4,0.0,0.9,0.9,2.0
235,Jeff Dowtin,24,4,0,7.0,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,,0.3,1.5,1.8,0.8,0.0,0.3,0.3,0.5,1.5
236,Quinndary Weatherspoon,25,11,0,6.6,1.1,1.9,.571,0.1,0.5,.200,1.0,1.5,.688,.595,0.5,0.5,1.000,0.2,1.1,1.3,0.5,0.1,0.1,0.3,1.4,2.7
237,Jalen Green,19,67,67,31.9,6.1,14.2,.426,2.3,6.8,.343,3.7,7.4,.502,.508,2.8,3.5,.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3
238,Kevin Porter Jr.,21,61,61,31.3,5.5,13.2,.415,2.5,6.8,.375,3.0,6.5,.456,.511,2.0,3.2,.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6
239,Christian Wood,26,68,67,30.8,6.5,12.9,.501,1.9,4.9,.390,4.5,8.0,.570,.576,3.0,4.9,.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5,17.9
240,Eric Gordon,33,57,46,29.3,4.7,9.9,.475,2.2,5.3,.412,2.5,4.6,.548,.585,1.8,2.4,.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4
241,Dennis Schröder,28,15,4,26.9,3.7,9.3,.393,1.3,3.9,.328,2.4,5.5,.439,.461,2.3,2.6,.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9
242,Jae'Sean Tate,26,78,77,26.4,4.7,9.3,.498,0.8,2.6,.312,3.8,6.8,.569,.541,1.7,2.4,.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8
243,Garrison Mathews,25,65,33,26.3,2.8,7.1,.399,2.1,5.9,.360,0.7,1.2,.600,.550,2.2,2.8,.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0
244,Daniel Theis,29,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
245,Kenyon Martin Jr.,21,79,2,21.0,3.5,6.6,.533,0.8,2.1,.357,2.8,4.5,.617,.591,1.0,1.6,.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8
246,Alperen Şengün,19,72,13,20.7,3.5,7.3,.474,0.4,1.6,.248,3.1,5.7,.539,.502,2.3,3.2,.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6
247,Josh Christopher,20,74,2,18.0,3.0,6.8,.448,0.8,2.6,.296,2.3,4.2,.540,.504,1.1,1.5,.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9
248,Armoni Brooks,23,41,8,16.8,2.1,6.1,.347,1.6,5.2,.300,0.6,0.9,.605,.474,0.4,0.5,.842,0.3,1.7,2.0,1.2,0.5,0.2,0.6,1.5,6.2
249,D.J. Augustin,34,34,2,15.0,1.6,4.0,.404,1.1,2.8,.406,0.5,1.2,.400,.548,1.0,1.1,.868,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.4
250,Danuel House Jr.,28,16,1,14.6,1.6,4.6,.338,0.6,2.1,.294,0.9,2.5,.375,.405,1.1,1.2,.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8
251,David Nwaba,29,46,4,13.2,1.8,3.8,.483,0.3,1.1,.306,1.5,2.8,.551,.526,1.0,1.5,.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1
252,Daishen Nix,19,24,0,10.9,1.1,2.8,.403,0.3,1.1,.269,0.8,1.7,.488,.455,0.7,1.3,.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2
253,Usman Garuba,19,24,2,10.0,0.8,1.8,.432,0.2,0.8,.250,0.6,1.0,.583,.489,0.2,0.3,.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2.0
254,Bruno Fernando,23,10,0,9.4,2.9,4.1,.707,0.0,0.1,.000,2.9,4.0,.725,.707,1.1,1.9,.579,1.1,2.9,4.0,0.3,0.1,0.8,0.9,1.8,6.9
255,Trevelin Queen,24,10,0,7.4,1.5,3.3,.455,0.9,2.4,.375,0.6,0.9,.667,.591,0.4,0.4,1.000,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3
256,Tyrese Haliburton,21,26,26,36.1,6.2,12.4,.502,2.2,5.3,.416,4.0,7.2,.565,.590,2.8,3.3,.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5
257,Buddy Hield,29,26,26,35.6,7.0,15.6,.447,3.1,8.5,.362,3.9,7.1,.549,.546,1.2,1.3,.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7,18.2
258,Domantas Sabonis,25,47,46,34.7,7.0,12.1,.580,0.7,2.3,.324,6.3,9.9,.639,.610,4.1,5.5,.740,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9
259,Malcolm Brogdon,29,36,36,33.5,6.8,15.1,.448,1.6,5.2,.312,5.1,9.9,.518,.501,4.0,4.6,.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1
260,Caris LeVert,27,39,39,31.1,7.1,15.9,.447,1.6,4.8,.323,5.6,11.1,.501,.496,2.8,3.7,.760,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7
261,Myles Turner,25,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
262,Justin Holiday,32,49,40,28.9,3.9,9.3,.415,2.6,6.9,.378,1.3,2.5,.516,.553,0.7,0.8,.829,0.4,2.4,2.8,1.8,0.7,0.4,1.0,2.1,11.0
263,Chris Duarte,24,55,39,28.0,4.9,11.3,.432,1.7,4.6,.369,3.2,6.7,.475,.507,1.6,2.0,.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1
264,Jalen Smith,21,22,4,24.7,5.1,9.7,.531,1.4,3.8,.373,3.7,5.9,.631,.603,1.7,2.3,.760,2.1,5.5,7.6,0.8,0.4,1.0,0.9,2.0,13.4
265,T.J. McConnell,29,27,8,24.1,3.7,7.7,.481,0.4,1.2,.303,3.3,6.5,.514,.505,0.7,0.9,.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5
266,Oshae Brissett,23,67,25,23.3,3.1,7.6,.411,1.2,3.5,.350,1.9,4.0,.465,.493,1.7,2.4,.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1
267,Terry Taylor,22,33,7,21.6,4.1,6.7,.614,0.4,1.2,.316,3.7,5.5,.676,.641,1.1,1.5,.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6
268,Justin Anderson,28,13,6,20.7,2.5,6.7,.368,1.0,4.1,.245,1.5,2.6,.559,.443,0.9,1.2,.800,0.3,2.8,3.1,2.1,0.5,0.5,0.5,1.4,6.8
269,Torrey Craig,31,51,14,20.3,2.5,5.5,.456,0.9,2.7,.333,1.6,2.8,.573,.537,0.5,0.7,.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5
